"","Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","EducationNumber","logit.reg.pred"
"2302",38,13,84,4,0.7,"Advanced/Professional",0,0,0,0,0,0,3,0.150283372990447
"2303",42,17,155,1,7,"Undergrad",0,0,0,0,0,1,1,0.0368252348593581
"2304",47,21,89,2,0.8,"Advanced/Professional",0,0,0,0,1,1,3,0.0165317739651771
"2310",36,12,29,1,1.33,"Undergrad",81,0,0,0,1,0,1,0.0000101293798164914
"2311",32,6,32,2,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000302068142091737
"2312",62,37,115,4,3.4,"Graduate",0,0,0,0,1,1,2,0.319440939162261
"2313",48,22,83,2,2.4,"Graduate",0,0,0,0,1,0,2,0.0496151223278737
"2321",46,22,84,4,2,"Advanced/Professional",0,0,0,0,1,0,3,0.117420215293753
"2322",41,15,39,3,0.5,"Advanced/Professional",0,0,0,0,0,0,3,0.006485649006427
"2326",55,30,85,1,0.1,"Advanced/Professional",0,0,0,0,0,0,3,0.040843498328725
"2327",45,19,73,4,2.9,"Undergrad",0,0,0,0,0,0,1,0.00220352823748189
"2330",30,4,39,1,1.5,"Undergrad",0,0,0,0,1,0,1,0.0000183107235042144
"2334",45,21,61,3,0.7,"Undergrad",0,0,1,1,1,1,1,0.00111334821290721
"2336",37,13,59,1,3.6,"Graduate",0,0,0,0,0,0,2,0.0106536144211517
"2337",34,8,99,2,4.5,"Advanced/Professional",217,0,0,0,0,0,3,0.266246166461152
"2339",42,18,130,2,7.5,"Undergrad",0,0,0,0,0,1,1,0.0139053978989434
"2340",56,31,72,3,2,"Graduate",0,0,0,0,0,0,2,0.0731023565337189
"2345",65,40,20,3,0.5,"Undergrad",102,0,0,0,1,1,1,0.00000742664532304799
"2349",51,25,85,4,4.9,"Undergrad",0,0,0,0,1,1,1,0.00119896468364776
"2350",59,35,94,1,4.3,"Undergrad",76,0,1,1,1,0,1,0.023874477770269
"2351",52,28,22,2,0.4,"Undergrad",0,0,0,0,1,1,1,0.00000330757054603795
"2354",61,36,12,4,0.6,"Graduate",0,0,0,0,1,1,2,0.00045476448076897
"2356",56,31,74,3,1.6,"Advanced/Professional",0,0,0,0,1,1,3,0.0137728054271412
"2360",36,12,123,2,5.6,"Graduate",0,1,0,1,1,1,2,0.895826826934325
"2363",40,15,31,1,0.6,"Advanced/Professional",0,0,0,0,1,0,3,0.000711930071343518
"2364",39,13,61,2,2.4,"Graduate",90,0,0,0,1,0,2,0.0125451073414522
"2365",59,35,88,2,1.6,"Undergrad",0,0,0,0,0,1,1,0.000492577598026156
"2368",26,1,80,4,0.2,"Undergrad",0,0,0,0,1,1,1,0.000261260317888231
"2369",48,22,78,3,2.1,"Undergrad",0,0,0,0,1,1,1,0.000269321532884256
"2372",32,6,111,2,1.5,"Advanced/Professional",0,0,0,0,0,0,3,0.262596124662771
"2375",32,5,41,2,1,"Graduate",112,0,1,0,1,0,2,0.00138732481746398
"2376",55,30,69,4,1.3,"Advanced/Professional",0,0,1,1,1,1,3,0.227866277440819
"2377",58,33,23,3,0.2,"Undergrad",0,0,0,0,0,0,1,0.0000406795767839403
"2380",42,18,110,2,6.1,"Undergrad",182,0,0,0,1,0,1,0.00754978605122224
"2381",40,16,50,2,0.6,"Advanced/Professional",0,0,0,0,0,0,3,0.0066509390039658
"2382",33,9,49,1,2.4,"Graduate",0,0,0,0,1,0,2,0.00253005715097041
"2389",64,39,23,3,0.5,"Undergrad",0,0,1,0,0,0,1,0.0000230797443766464
"2391",33,9,41,3,2,"Undergrad",108,0,0,0,1,0,1,0.0000707841307651776
"2392",39,12,138,1,4.67,"Graduate",0,1,0,0,1,0,2,0.561968902371134
"2394",53,28,14,4,0.8,"Undergrad",0,0,0,0,1,1,1,0.00000688933073608378
"2399",53,29,90,2,0.3,"Undergrad",217,0,1,0,0,1,1,0.000259865480322169
"2401",61,36,169,2,6.1,"Advanced/Professional",106,1,0,1,1,1,3,0.996554126423069
"2402",42,17,63,2,2.2,"Advanced/Professional",0,0,0,0,1,0,3,0.0121588753268227
"2403",48,21,23,3,0.67,"Graduate",95,0,0,0,0,0,2,0.00324508871675859
"2404",38,13,140,4,0.5,"Undergrad",0,1,0,0,0,0,1,0.0777594961834508
"2406",57,32,13,4,0.9,"Graduate",78,0,1,0,1,0,2,0.000876676440769141
"2407",31,7,10,1,0.5,"Advanced/Professional",81,0,0,0,1,0,3,0.000169356131492043
"2409",48,22,85,3,1.1,"Undergrad",203,0,0,0,1,0,1,0.00151230572189165
"2412",47,22,65,3,2.7,"Graduate",0,0,0,0,1,0,2,0.0276816463140892
"2414",60,34,31,2,1,"Advanced/Professional",0,0,0,0,0,0,3,0.00329112763625647
"2415",34,10,134,1,4,"Undergrad",0,0,0,0,0,0,1,0.0173991497095858
"2416",45,21,11,4,0.2,"Undergrad",106,0,0,0,1,1,1,0.00000487167126448147
"2420",63,37,44,2,1,"Advanced/Professional",0,0,0,0,1,0,3,0.00443890606817832
"2427",61,36,55,3,0.9,"Advanced/Professional",197,0,0,0,0,0,3,0.0293853146867603
"2431",23,-1,73,4,2.6,"Undergrad",0,0,0,0,1,0,1,0.000765451220698652
"2435",38,12,93,1,5.2,"Undergrad",267,0,0,0,1,0,1,0.00152161448646751
"2437",53,29,39,3,1.5,"Undergrad",0,0,0,0,1,0,1,0.0000686817796072994
"2440",51,25,30,3,0.6,"Graduate",144,0,0,0,0,1,2,0.00152986198101776
"2441",31,5,22,1,0.6,"Advanced/Professional",0,0,0,0,0,0,3,0.00065709721226708
"2452",51,25,119,1,4.9,"Undergrad",208,0,0,0,1,1,1,0.00247461862349021
"2454",43,19,60,3,2.1,"Advanced/Professional",0,0,0,0,1,0,3,0.0163211365386147
"2457",54,30,39,2,0.8,"Undergrad",0,0,0,0,0,1,1,0.0000185228390242145
"2459",46,20,72,2,0.8,"Advanced/Professional",0,0,0,0,1,1,3,0.00566776105479455
"2461",31,5,32,2,0.3,"Graduate",130,0,0,0,1,0,2,0.00134951207663735
"2463",52,28,23,3,0.4,"Undergrad",0,0,0,0,1,0,1,0.0000206790001688645
"2464",35,9,44,4,0.2,"Undergrad",0,0,0,0,1,0,1,0.000112652912185152
"2465",60,36,32,3,0.4,"Graduate",165,0,0,0,1,0,2,0.00338190736435394
"2469",49,23,133,1,7.3,"Undergrad",0,0,0,0,1,1,1,0.00675662567010315
"2471",33,7,81,2,4.5,"Advanced/Professional",187,0,0,1,1,1,3,0.404449981998152
"2472",36,11,44,2,1.1,"Graduate",85,0,0,0,1,0,2,0.00315067106589413
"2473",62,36,119,2,2,"Undergrad",0,0,0,0,0,0,1,0.0145091322060484
"2474",57,32,39,4,0.9,"Undergrad",147,0,0,0,0,0,1,0.000250671027747997
"2475",64,38,40,2,1,"Advanced/Professional",0,0,0,0,0,0,3,0.00612908369251445
"2476",52,26,79,3,0.8,"Undergrad",183,0,0,0,0,0,1,0.00179508287129318
"2477",54,28,30,4,0.7,"Graduate",0,0,0,0,1,0,2,0.00461956648934379
"2479",30,5,178,2,6.7,"Undergrad",0,0,0,0,0,0,1,0.430266152878761
"2482",55,30,64,2,1.9,"Graduate",0,0,0,0,0,0,2,0.0260586614177007
"2487",61,36,130,1,1.3,"Undergrad",257,0,0,0,0,0,1,0.0184434174532038
"2489",38,14,105,2,1.9,"Undergrad",0,0,0,0,1,0,1,0.00212381377143756
"2491",52,28,168,3,6.5,"Advanced/Professional",118,1,0,0,1,0,3,0.975203685989408
"2494",34,9,49,1,2.5,"Advanced/Professional",0,0,0,0,0,0,3,0.00480304882559684
"2498",33,9,14,3,0.9,"Advanced/Professional",114,0,0,0,0,0,3,0.00130090366704101
"2500",53,27,38,4,2.8,"Graduate",144,0,1,0,1,0,2,0.00616728388490948
"2501",28,2,121,2,2,"Undergrad",341,0,0,0,1,0,1,0.00835024265473343
"2502",44,18,90,4,2.6,"Advanced/Professional",0,0,0,0,1,0,3,0.189535452757333
"2507",66,42,39,1,1.9,"Graduate",0,0,0,0,1,1,2,0.000602470591086863
"2508",59,34,60,4,2.1,"Undergrad",234,0,0,0,1,1,1,0.0002182451233629
"2510",36,11,8,4,0.2,"Advanced/Professional",81,0,0,0,0,1,3,0.000433403252881556
"2512",51,27,92,4,3,"Undergrad",0,1,0,1,1,1,1,0.0418654911917745
"2514",52,26,71,1,1.4,"Advanced/Professional",0,0,0,0,0,0,3,0.0217613841635848
"2518",57,31,120,2,2,"Undergrad",0,0,0,0,0,1,1,0.00426395924760326
"2519",61,37,50,4,1.3,"Graduate",0,0,0,0,0,1,2,0.00905922209484365
"2520",60,36,10,2,1,"Undergrad",0,0,0,0,1,1,1,0.00000193993669555392
"2521",56,29,45,4,2.5,"Graduate",113,0,0,0,1,0,2,0.0195108206915282
"2524",49,23,100,2,6.3,"Undergrad",0,0,0,0,0,0,1,0.00742572715488459
"2525",49,25,24,3,0.4,"Undergrad",0,0,0,0,1,0,1,0.0000210478436811759
"2533",53,28,19,4,0.8,"Undergrad",106,0,0,0,0,1,1,0.0000186169520272434
"2536",50,25,21,2,0.7,"Advanced/Professional",129,0,0,0,0,0,3,0.00157282776136987
"2538",53,27,75,1,1.9,"Graduate",0,0,0,0,1,0,2,0.0178183862315441
"2539",37,12,175,2,7.8,"Undergrad",297,0,0,0,1,1,1,0.164075485900454
"2542",34,8,171,2,2.2,"Graduate",569,1,0,0,1,0,2,0.951193015554895
"2544",64,39,24,4,0.6,"Graduate",0,0,0,0,0,0,2,0.00597242601536314
"2547",50,25,9,2,0,"Undergrad",0,0,1,0,0,0,1,0.00000413822572828439
"2551",32,8,20,1,0.5,"Advanced/Professional",102,0,0,0,1,0,3,0.000329640294868604
"2552",46,22,43,2,2.1,"Advanced/Professional",0,0,1,1,1,1,3,0.0178273147306117
"2553",39,15,65,1,1.5,"Advanced/Professional",0,0,0,0,0,0,3,0.0112138068438183
"2557",28,4,82,3,1.5,"Undergrad",103,0,0,0,1,0,1,0.000786529537749439
"2559",43,19,172,2,6.67,"Undergrad",0,0,0,0,1,0,1,0.252289361001566
"2561",44,18,71,2,0.8,"Advanced/Professional",0,0,0,0,1,0,3,0.0173360581126578
"2563",45,21,39,2,2.1,"Advanced/Professional",184,0,0,0,0,1,3,0.00167964785106947
"2565",43,16,25,3,1,"Graduate",0,0,0,0,1,0,2,0.00185048204735872
"2566",40,15,10,2,0,"Advanced/Professional",102,0,0,0,1,0,3,0.000335343899262537
"2570",35,10,139,1,4.6,"Undergrad",0,0,0,0,0,0,1,0.0280121512342738
"2572",34,8,40,2,2,"Advanced/Professional",89,0,0,0,0,0,3,0.00510194233696847
"2574",58,34,80,2,1.6,"Undergrad",0,0,0,0,1,1,1,0.000167812324451176
"2575",45,18,10,3,0.67,"Graduate",100,0,0,0,1,0,2,0.00079012980941371
"2581",31,7,149,1,6,"Undergrad",0,0,0,0,0,0,1,0.0569184655859897
"2582",60,34,25,4,0.7,"Advanced/Professional",0,0,0,0,1,0,3,0.00366893820556337
"2586",51,26,70,1,2.8,"Graduate",0,0,0,0,1,1,2,0.00412533208478267
"2589",61,36,29,1,1.3,"Undergrad",0,0,0,0,0,0,1,0.0000248688824655614
"2590",64,40,123,1,3.8,"Undergrad",0,0,0,0,1,1,1,0.00226218292008701
"2593",57,32,69,4,0.7,"Undergrad",245,0,0,0,0,0,1,0.00177701924438533
"2594",48,23,161,4,7.9,"Advanced/Professional",310,1,0,0,0,0,3,0.991746703388396
"2595",48,23,79,1,0.2,"Graduate",0,0,0,0,0,0,2,0.0262492734277441
"2599",46,20,9,1,0.2,"Undergrad",0,0,0,0,1,0,1,0.00000286079332826326
"2600",44,20,71,4,2,"Advanced/Professional",0,0,0,0,0,1,3,0.028610069001921
"2601",42,18,51,3,2.1,"Advanced/Professional",0,0,0,0,0,0,3,0.0160131595257549
"2605",37,10,35,4,1,"Graduate",0,0,0,0,0,0,2,0.00951465346703344
"2606",64,40,41,4,1.2,"Graduate",0,0,0,0,1,0,2,0.0102658570253158
"2608",57,33,49,4,1.5,"Undergrad",214,0,1,1,1,1,1,0.00157890175753937
"2609",61,35,79,2,2,"Undergrad",194,0,0,0,1,1,1,0.000247085491246063
"2612",33,8,78,3,0.6,"Graduate",0,0,0,0,1,0,2,0.0355554544004406
"2613",50,26,40,4,1.1,"Graduate",131,0,0,0,0,0,2,0.0155302328129399
"2614",52,26,110,2,5.4,"Advanced/Professional",204,1,1,1,1,0,3,0.916954802102637
"2618",44,20,65,2,2.5,"Undergrad",0,0,0,0,1,0,1,0.000209091202615207
"2621",48,22,152,1,0,"Undergrad",0,0,0,0,0,0,1,0.0378202484371065
"2624",42,17,111,3,3,"Undergrad",0,1,1,1,0,1,1,0.0624869828513924
"2625",47,21,82,3,2.1,"Undergrad",0,0,0,0,0,0,1,0.00202409893998606
"2627",53,27,59,2,0.8,"Advanced/Professional",0,0,0,0,1,0,3,0.00942319152883362
"2635",34,9,75,1,2.8,"Undergrad",194,0,0,0,0,0,1,0.000473956074227508
"2643",54,29,81,2,0,"Advanced/Professional",0,0,0,0,1,0,3,0.0307271683646708
"2644",63,38,14,4,0.4,"Graduate",86,0,0,0,1,1,2,0.000566601026405476
"2646",36,12,93,2,2.2,"Undergrad",0,0,0,0,1,0,1,0.00102125728916702
"2647",45,20,191,3,2.6,"Advanced/Professional",123,1,0,0,0,0,3,0.993245723859678
"2649",26,0,155,2,7.2,"Undergrad",0,0,0,0,0,0,1,0.162218616493872
"2650",33,8,68,4,1.3,"Undergrad",0,0,0,0,1,0,1,0.000556567441182654
"2651",64,40,52,2,1.1,"Undergrad",226,0,0,0,0,0,1,0.00022427718318236
"2653",24,0,44,4,1.6,"Undergrad",180,0,0,0,1,0,1,0.000131081202730969
"2654",30,5,121,2,3.1,"Undergrad",408,0,0,0,1,0,1,0.0104701331656433
"2655",60,36,49,4,2.2,"Undergrad",204,0,1,0,1,0,1,0.000172421605317839
"2657",40,15,144,1,4.1,"Undergrad",0,0,0,0,0,0,1,0.037668691932703
"2660",60,35,43,3,0.9,"Advanced/Professional",175,0,0,0,0,0,3,0.0135170695506898
"2665",54,29,154,1,2.4,"Graduate",352,1,0,0,1,0,2,0.799598010899266
"2666",35,9,105,2,4.5,"Advanced/Professional",0,0,0,0,0,0,3,0.295587546425024
"2667",32,7,100,3,0.6,"Graduate",0,0,0,0,1,0,2,0.126159182328101
"2670",43,18,10,2,0.1,"Graduate",0,0,1,0,0,1,2,0.0000814798849825808
"2672",62,37,128,1,2.5,"Undergrad",0,0,0,0,0,0,1,0.0150960176763413
"2678",32,8,70,3,1.5,"Undergrad",0,0,0,0,1,0,1,0.000350215693248237
"2679",63,38,148,2,4.3,"Advanced/Professional",0,1,0,0,1,0,3,0.831602266040121
"2681",60,30,31,1,1.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00149921181831205
"2684",51,25,19,1,1.4,"Advanced/Professional",98,0,0,0,0,0,3,0.000937254608872151
"2686",28,2,101,4,2.1,"Advanced/Professional",0,0,0,0,1,0,3,0.252404247556264
"2691",64,38,29,3,0.7,"Graduate",0,0,0,0,1,0,2,0.00292071306088038
"2693",46,20,82,2,1.7,"Graduate",0,0,0,0,1,1,2,0.012327548569133
"2696",40,15,8,2,0.1,"Graduate",0,0,0,0,0,0,2,0.000472696654491302
"2699",38,14,122,2,8,"Undergrad",0,0,0,0,1,1,1,0.00496145892004436
"2702",50,26,55,1,1.6,"Graduate",0,0,0,0,1,0,2,0.00416275819393595
"2709",49,24,75,1,2.8,"Graduate",160,0,0,0,0,1,2,0.011417012489758
"2713",31,7,32,1,1.7,"Undergrad",0,0,0,0,1,0,1,0.0000109990473307079
"2719",59,33,68,2,2.3,"Advanced/Professional",0,0,1,0,0,0,3,0.0198622779000798
"2723",58,34,31,4,0.4,"Undergrad",0,0,0,0,0,0,1,0.000113167348604178
"2728",45,19,69,1,2.8,"Undergrad",220,0,0,0,1,1,1,0.0000705472505828498
"2729",39,13,58,3,2.1,"Undergrad",247,0,0,0,1,0,1,0.000301480010962598
"2732",29,5,28,1,0.2,"Advanced/Professional",0,0,0,0,1,0,3,0.00044119791877253
"2734",55,29,72,3,0.3,"Graduate",147,0,0,0,0,0,2,0.0685120247644768
"2738",57,31,159,2,0.5,"Undergrad",0,0,0,0,0,0,1,0.115897394293264
"2741",54,29,48,2,2.1,"Advanced/Professional",142,0,0,0,1,0,3,0.00660211497184425
"2746",50,25,38,1,1.3,"Graduate",120,0,0,0,0,1,2,0.000857737363430726
"2747",54,29,49,2,2.1,"Advanced/Professional",95,0,0,0,1,1,3,0.00197173115690948
"2748",38,12,30,2,1.4,"Advanced/Professional",0,0,0,0,0,1,3,0.000700611952645157
"2752",47,23,32,4,0.6,"Undergrad",156,0,0,0,1,1,1,0.0000211915804008894
"2753",51,25,34,3,0.9,"Advanced/Professional",111,0,0,0,1,0,3,0.00382080215633
"2754",54,27,195,2,4.75,"Graduate",477,1,0,0,0,0,2,0.996705368857442
"2755",26,1,61,4,2.2,"Undergrad",119,0,0,0,0,0,1,0.000750820339856966
"2756",37,11,22,3,0.1,"Graduate",0,0,0,0,1,1,2,0.000335595069309572
"2760",59,33,64,3,0.3,"Graduate",0,0,0,0,0,0,2,0.038484583210377
"2761",32,7,49,3,2.3,"Undergrad",0,0,0,0,1,0,1,0.000113615706213559
"2763",56,31,65,2,3.7,"Undergrad",0,0,0,0,1,0,1,0.000323874303622512
"2764",55,31,13,4,0.7,"Undergrad",0,0,0,0,1,0,1,0.0000209892775738453
"2766",54,29,28,4,0.2,"Graduate",101,0,0,0,1,0,2,0.00396750335677075
"2767",58,32,108,3,4.4,"Undergrad",0,0,0,0,1,0,1,0.0101031788724289
"2771",36,6,69,4,4,"Advanced/Professional",0,0,0,0,1,0,3,0.081500053301738
"2774",63,37,185,2,7.9,"Graduate",358,1,0,0,1,0,2,0.993211672699335
"2775",53,29,118,2,0.3,"Undergrad",0,0,0,0,1,0,1,0.00460557902195084
"2779",56,31,61,4,1.3,"Advanced/Professional",0,0,0,0,1,1,3,0.0100643374630426
"2781",39,13,69,3,0.9,"Graduate",0,0,0,0,0,0,2,0.0428666054471107
"2783",47,22,53,1,0.3,"Undergrad",213,0,0,0,0,0,1,0.0000980282979090403
"2797",57,32,30,2,2,"Graduate",0,0,0,0,0,0,2,0.00331041136586824
"2798",65,39,53,1,2.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00595140884025873
"2799",58,33,28,1,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.0007354845994644
"2800",64,39,85,4,3.4,"Graduate",200,0,0,0,1,0,2,0.238859831676192
"2801",52,26,28,2,0.7,"Graduate",90,0,0,0,1,1,2,0.00043311081611116
"2803",52,22,154,1,5,"Advanced/Professional",0,1,1,1,1,0,3,0.989585861461618
"2805",56,32,33,3,1.5,"Undergrad",0,0,0,0,0,0,1,0.0000863468573315057
"2807",53,27,59,2,0.8,"Advanced/Professional",0,0,0,0,1,0,3,0.00942319152883362
"2809",53,27,35,3,0.9,"Advanced/Professional",136,0,0,0,1,0,3,0.0043106335256152
"2810",42,16,185,3,2.2,"Graduate",0,1,1,1,1,1,2,0.996047692517865
"2811",58,34,45,4,1.3,"Graduate",201,0,0,0,0,0,2,0.0265167702218393
"2814",48,22,14,2,0.1,"Advanced/Professional",0,0,0,0,1,0,3,0.000466965364104283
"2817",50,26,128,2,0.4,"Undergrad",0,0,0,0,1,0,1,0.00835023931884686
"2819",35,9,40,3,0.9,"Undergrad",0,0,0,0,1,1,1,0.000016758321003144
"2824",33,7,21,1,0.6,"Advanced/Professional",0,0,1,0,0,0,3,0.000313888236132974
"2828",37,11,84,4,2.2,"Graduate",0,0,0,0,1,1,2,0.0385908052619601
"2830",35,9,82,1,2.5,"Undergrad",138,0,0,0,0,0,1,0.000707179768280132
"2831",59,35,39,4,1.3,"Undergrad",0,0,0,0,1,0,1,0.000125728461613332
"2832",53,27,45,2,0.8,"Advanced/Professional",0,0,0,0,1,1,3,0.00116259161876772
"2833",45,21,133,4,5.7,"Advanced/Professional",0,1,0,1,1,1,3,0.982331499039977
"2836",42,16,32,3,1.5,"Undergrad",149,0,0,0,1,0,1,0.0000500357086660002
"2840",58,33,75,2,0,"Advanced/Professional",0,0,0,0,1,0,3,0.0225827951155156
"2841",41,15,95,3,0.1,"Undergrad",240,0,1,0,0,0,1,0.00194646548202142
"2843",36,11,90,1,2.8,"Undergrad",0,0,0,0,1,0,1,0.000573530846917892
"2845",60,34,64,3,2.2,"Advanced/Professional",0,0,0,0,0,0,3,0.0522903358796847
"2857",36,10,172,4,1,"Graduate",295,1,0,0,1,0,2,0.974642000804189
"2858",34,8,184,3,7.5,"Undergrad",0,1,0,0,0,0,1,0.709869557481717
"2860",35,11,188,1,0.9,"Advanced/Professional",282,1,0,0,1,0,3,0.94465121364984
"2866",59,33,23,2,0.2,"Advanced/Professional",0,0,0,0,1,0,3,0.000984410447250073
"2867",46,22,141,2,3.3,"Undergrad",0,0,1,1,1,1,1,0.131947917366852
"2869",52,26,31,4,1.8,"Undergrad",0,0,0,0,1,1,1,0.0000246765528169086
"2871",43,17,91,1,5.2,"Undergrad",0,0,1,0,0,0,1,0.000924081053780374
"2872",65,39,82,4,2.4,"Advanced/Professional",252,0,0,0,1,0,3,0.199918324484049
"2873",50,26,23,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000115603640900309
"2875",49,25,114,1,2.5,"Advanced/Professional",0,1,0,0,1,0,3,0.161062801022049
"2877",24,-2,80,2,1.6,"Advanced/Professional",238,0,0,0,0,0,3,0.0567332312964908
"2881",64,40,40,2,1.1,"Undergrad",0,0,0,0,1,0,1,0.0000467002324604783
"2883",55,31,69,1,2.7,"Graduate",0,0,1,0,0,1,2,0.00329796828137507
"2885",28,2,48,4,2.1,"Advanced/Professional",0,0,0,0,1,1,3,0.00356422401730676
"2888",40,16,109,2,2.2,"Undergrad",0,0,0,0,1,0,1,0.00295321686048703
"2893",58,32,43,1,2.8,"Graduate",0,0,0,0,1,0,2,0.00303873975035432
"2906",64,40,8,2,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.000374151423121015
"2907",35,8,55,2,1.67,"Graduate",0,0,0,0,1,0,2,0.00692559374273762
"2909",57,32,22,3,0.1,"Graduate",0,0,0,0,1,0,2,0.00144868243752383
"2915",42,18,42,2,1.7,"Undergrad",0,0,0,0,1,0,1,0.0000420106478928264
"2916",34,9,133,1,3.8,"Undergrad",0,0,0,0,1,0,1,0.00965580298416687
"2918",55,31,34,3,1.5,"Undergrad",101,0,0,0,1,0,1,0.0000579970463866551
"2925",51,26,98,1,1.3,"Advanced/Professional",0,0,0,0,1,1,3,0.0182444409064709
"2931",41,17,78,4,2.67,"Undergrad",99,0,0,0,1,0,1,0.00155227934045372
"2933",41,16,154,1,7,"Undergrad",0,0,0,0,0,1,1,0.0341646440044387
"2935",37,13,195,2,6.5,"Undergrad",635,0,0,0,1,0,1,0.722776397346085
"2936",53,23,80,1,3,"Advanced/Professional",0,0,0,0,1,1,3,0.0109072033527805
"2939",33,9,61,3,2.6,"Graduate",0,0,0,0,1,0,2,0.01636821570843
"2940",54,24,25,4,0.4,"Advanced/Professional",0,0,0,0,0,1,3,0.0020890843302803
"2945",55,30,79,2,0,"Advanced/Professional",0,0,0,0,0,0,3,0.0473537891526803
"2946",45,19,30,3,0.5,"Graduate",0,0,0,0,1,1,2,0.00066756666088979
"2961",55,29,38,4,1.5,"Advanced/Professional",0,0,0,0,0,1,3,0.00452351662870229
"2963",23,-2,81,2,1.8,"Graduate",0,0,0,0,0,0,2,0.0451474167127124
"2964",29,3,41,1,1.9,"Advanced/Professional",0,0,0,0,1,1,3,0.000437827046122106
"2968",38,14,95,2,1.9,"Undergrad",0,0,0,0,1,1,1,0.000334576237033895
"2969",44,18,162,4,1.3,"Undergrad",301,1,0,0,0,0,1,0.384564238893656
"2971",54,30,121,2,1.1,"Advanced/Professional",0,1,1,0,0,0,3,0.275696920745955
"2972",52,25,43,3,1,"Graduate",165,0,0,1,1,1,2,0.0777199348862461
"2973",31,7,38,1,1.8,"Graduate",182,0,0,1,1,1,2,0.0144212877313208
"2976",57,33,43,3,1.5,"Undergrad",168,0,0,0,0,1,1,0.0000584796486190251
"2979",56,30,24,2,0.7,"Graduate",0,0,0,0,1,0,2,0.00109661417408705
"2980",57,32,102,1,2.6,"Undergrad",0,0,0,0,1,0,1,0.00161308820790399
"2983",59,33,111,3,4.4,"Undergrad",0,0,0,0,1,0,1,0.0123516828063477
"2985",54,28,94,2,1.1,"Undergrad",188,0,0,0,0,0,1,0.00289380308016566
"2987",55,30,153,2,2.8,"Graduate",0,1,1,1,1,0,2,0.988249152086767
"2988",33,7,39,2,2,"Advanced/Professional",0,0,0,0,0,0,3,0.00427073807617514
"2989",46,21,205,2,8.8,"Undergrad",181,0,1,0,1,0,1,0.718832601159051
"2990",42,18,142,1,3.4,"Undergrad",496,0,0,0,1,0,1,0.0290658719024364
"2994",65,40,20,3,0.1,"Advanced/Professional",0,0,0,0,0,1,3,0.000737809354089665
"2995",50,24,179,1,1,"Undergrad",0,0,0,0,1,0,1,0.129247345298534
"2997",42,18,103,1,3.33,"Undergrad",0,1,1,1,1,1,1,0.00761167511129789
"3000",60,34,44,1,0.2,"Undergrad",0,0,0,0,0,1,1,0.0000163571663752036
"3001",40,14,164,1,4.3,"Graduate",0,1,0,0,0,0,2,0.911740114182561
"3003",37,13,95,2,1.7,"Graduate",83,0,0,0,0,0,2,0.125119477837872
"3009",55,25,92,1,3,"Advanced/Professional",158,0,0,0,0,1,3,0.048102417529452
"3012",55,31,63,3,2.67,"Undergrad",0,0,0,0,1,0,1,0.000386843517227821
"3014",45,21,183,2,1.4,"Undergrad",0,0,0,0,1,1,1,0.0787630084470327
"3015",60,34,40,1,2.5,"Advanced/Professional",166,0,0,0,1,0,3,0.00295722537283085
"3021",44,20,151,1,3.5,"Undergrad",392,0,0,0,1,0,1,0.0467316158242683
"3023",59,33,89,4,1.9,"Graduate",0,0,0,0,1,1,2,0.0678067085973532
"3031",50,26,110,3,1.8,"Graduate",0,0,0,0,1,0,2,0.289292319014895
"3033",47,22,19,1,0.4,"Advanced/Professional",0,0,0,0,1,0,3,0.000360549761564105
"3034",43,19,130,2,4.7,"Advanced/Professional",221,1,0,0,0,1,3,0.44090765341546
"3036",50,24,31,1,0.3,"Advanced/Professional",0,0,0,0,0,0,3,0.00146178239979268
"3041",28,2,33,3,1,"Undergrad",167,0,0,0,1,0,1,0.0000405714645078051
"3043",52,26,78,3,3,"Graduate",0,0,0,0,0,0,2,0.119286985772866
"3044",47,22,42,3,2.7,"Graduate",0,0,0,0,1,1,2,0.00197672318503221
"3047",37,12,63,3,2.3,"Undergrad",0,0,0,0,1,0,1,0.00029470915497496
"3050",60,35,125,2,3.9,"Undergrad",0,0,0,0,0,0,1,0.0261474464964458
"3051",50,25,58,1,1.3,"Graduate",0,0,0,0,1,0,2,0.00506939416654848
"3052",60,35,48,3,1.5,"Undergrad",0,0,0,0,1,0,1,0.000142370354839559
"3053",54,30,75,2,3.2,"Advanced/Professional",0,0,0,0,0,1,3,0.0176204023840515
"3054",28,4,114,2,0.2,"Undergrad",0,0,0,0,1,0,1,0.00242678135802887
"3055",45,21,134,4,5.5,"Graduate",0,1,0,1,1,1,2,0.982970673748209
"3061",64,38,168,4,5.7,"Advanced/Professional",0,1,0,0,1,0,3,0.985970490844731
"3063",39,14,75,1,0.1,"Graduate",297,0,0,0,0,1,2,0.00737750782856622
"3066",39,15,121,1,3.5,"Undergrad",368,0,1,0,1,0,1,0.00331424881316056
"3067",63,33,40,4,1.67,"Advanced/Professional",0,0,0,0,1,0,3,0.0144754024161272
